,class,text_tfidf
0,ham,"  (0, 8227)	0.23740046706740076
  (0, 7353)	0.3412783712329978
  (0, 5144)	0.3280968147375415
  (0, 3494)	0.30307248337628456
  (0, 2095)	0.30729786173694457
  (0, 1734)	0.39637987612448816"
2789,ham,"  (0, 7148)	0.6266158956469309
  (0, 3456)	0.4362689953875298
  (0, 1657)	0.4708074148722228
  (0, 1477)	0.4419980329000175"
2790,spam,"  (0, 8399)	0.29378126042438607
  (0, 8160)	0.25764913621134405
  (0, 5694)	0.2253907637471424
  (0, 5692)	0.19525499075349262
  (0, 5403)	0.25764913621134405
  (0, 4886)	0.1808412783230772
  (0, 4030)	0.29378126042438607
  (0, 2000)	0.16228493012525752
  (0, 1835)	0.17287186054604095
  (0, 1488)	0.25764913621134405
  (0, 1288)	0.1960876650211356
  (0, 837)	0.29378126042438607
  (0, 608)	0.19138123900465223
  (0, 607)	0.3649449320197401
  (0, 167)	0.26364548743073635
  (0, 137)	0.29378126042438607"
2791,ham,"  (0, 8395)	0.3055718288220521
  (0, 8073)	0.2707434181522551
  (0, 8071)	0.2171607480218196
  (0, 8063)	0.339237728913753
  (0, 7025)	0.37666529231118523
  (0, 6864)	0.24360510609125458
  (0, 6364)	0.3945758427193144
  (0, 3737)	0.2137169643510031
  (0, 3616)	0.3541006673871976
  (0, 2996)	0.3118930012786186
  (0, 2532)	0.21408661380925342"
2792,ham,"  (0, 4467)	0.6952484032040819
  (0, 1786)	0.7187695443201348"
2793,ham,"  (0, 7696)	0.30250071380802945
  (0, 7557)	0.17321380370738937
  (0, 7497)	0.14489424636631493
  (0, 7388)	0.15106856981189318
  (0, 6987)	0.2447693829670595
  (0, 6453)	0.21436057158357058
  (0, 4633)	0.4198545419203579
  (0, 4539)	0.13792306211941044
  (0, 3563)	0.4198545419203579
  (0, 2668)	0.22452362006711266
  (0, 2604)	0.28876962919368854
  (0, 2248)	0.30250071380802945
  (0, 1922)	0.2010501758763946
  (0, 953)	0.30250071380802945"
2794,ham,"  (0, 2281)	1.0"
2795,ham,"  (0, 7857)	0.45226382838830637
  (0, 7824)	0.49507155180601686
  (0, 7353)	0.29152564273107473
  (0, 5683)	0.37852897921634454
  (0, 4633)	0.25522482569619637
  (0, 3563)	0.25522482569619637
  (0, 3288)	0.34926877291017855
  (0, 2401)	0.2642387189912022"
2796,ham,"  (0, 7399)	0.4218832480016585
  (0, 3712)	0.377523178926291
  (0, 3456)	0.4002050400702356
  (0, 1777)	0.43464020174472673
  (0, 1483)	0.5748170103247146"
2797,ham,"  (0, 6799)	0.5348517863413376
  (0, 6513)	0.27235367915604003
  (0, 6087)	0.27506999082079947
  (0, 5982)	0.3156070372268318
  (0, 5072)	0.33571870341188104
  (0, 4857)	0.2000984424037123
  (0, 4226)	0.14712161743223834
  (0, 3568)	0.22417253509987703
  (0, 3290)	0.255524822225138
  (0, 3244)	0.28831720667808913
  (0, 2940)	0.3023598213695421"
2798,ham,"  (0, 7877)	0.6484854952884677
  (0, 7548)	0.35885108766629115
  (0, 6269)	0.5245468385338427
  (0, 5411)	0.4189786074077546"
2799,ham,"  (0, 7401)	0.24529016612661605
  (0, 5964)	0.2753630444025121
  (0, 5789)	0.22950495391332096
  (0, 5327)	0.2115980906969299
  (0, 5064)	0.2592181367336701
  (0, 5063)	0.2592181367336701
  (0, 4726)	0.1983933173727539
  (0, 4707)	0.2592181367336701
  (0, 4633)	0.14195823766165952
  (0, 4135)	0.2592181367336701
  (0, 4033)	0.2753630444025121
  (0, 3977)	0.2592181367336701
  (0, 3836)	0.20225700383005998
  (0, 3784)	0.19767012008987583
  (0, 3563)	0.14195823766165952
  (0, 3504)	0.2753630444025121
  (0, 2253)	0.22294209149003963
  (0, 2032)	0.26380502047385423"
2800,ham,"  (0, 4589)	0.46711264255861584
  (0, 3463)	0.4529890889650191
  (0, 2481)	0.7593462085508488"
2801,ham,"  (0, 8227)	0.31933739047693516
  (0, 8205)	0.3774006343396751
  (0, 7443)	0.2514753188746312
  (0, 6799)	0.35899212322349383
  (0, 6795)	0.3208262619523558
  (0, 6291)	0.27270184973141826
  (0, 3545)	0.3731702618024109
  (0, 2271)	0.3656071758375293
  (0, 1289)	0.33653643366053293"
2802,spam,"  (0, 8285)	0.40261734020306866
  (0, 7560)	0.40261734020306866
  (0, 6217)	0.290382841977038
  (0, 6089)	0.36578297598368326
  (0, 3272)	0.42621453491496103
  (0, 3061)	0.5253763836800195"
2803,ham,"  (0, 4491)	0.6422773830151346
  (0, 3128)	0.44384809575333045
  (0, 3091)	0.6248828939596384"
2804,ham,"  (0, 7443)	0.6285326725864064
  (0, 1807)	0.7777831828288584"
2805,ham,
2806,spam,"  (0, 7801)	0.47173082327613075
  (0, 4951)	0.504743316225501
  (0, 4398)	0.21139552205798814
  (0, 3265)	0.29566690717599714
  (0, 2872)	0.2622440140737824
  (0, 2421)	0.276557981874915
  (0, 2086)	0.22912066726284866
  (0, 1784)	0.21429873978659322
  (0, 320)	0.2585245151613519
  (0, 62)	0.2829944047414291"
2807,ham,"  (0, 8329)	0.29118095499599395
  (0, 8005)	0.2565727067055805
  (0, 7099)	0.44111465102269004
  (0, 5882)	0.358280288136585
  (0, 3623)	0.4685886364539329
  (0, 1845)	0.42807083115321176
  (0, 1477)	0.35159244973311327"
2808,ham,"  (0, 8317)	0.45911657763129216
  (0, 6644)	0.5481117644909987
  (0, 5338)	0.43743911806424524
  (0, 3230)	0.5453737065149629"
2809,ham,"  (0, 6029)	0.6424962066494326
  (0, 4937)	0.5793019689653096
  (0, 1205)	0.5016052762820632"
2810,ham,"  (0, 7445)	0.6594113960711986
  (0, 3476)	0.37629512051231434
  (0, 2716)	0.650829158082254"
2811,ham,"  (0, 7557)	0.19684600141850078
  (0, 6912)	0.22066994278589672
  (0, 6779)	0.27816417211259414
  (0, 6536)	0.1675147738207259
  (0, 6450)	0.1977012666433347
  (0, 5708)	0.3784001798960499
  (0, 5586)	0.21989243449876508
  (0, 5144)	0.17465008199182652
  (0, 4906)	0.29041997580866286
  (0, 4610)	0.17146012129066618
  (0, 3692)	0.22481214670163016
  (0, 3456)	0.22848019244823198
  (0, 2015)	0.27816417211259414
  (0, 1534)	0.2858870543112087
  (0, 1052)	0.4127945632594012"
2812,ham,"  (0, 8227)	0.20196364509236614
  (0, 7814)	0.130212717417301
  (0, 7660)	0.2618544264789832
  (0, 6665)	0.2985762909587172
  (0, 5804)	0.2985762909587172
  (0, 5785)	0.2985762909587172
  (0, 5368)	0.24477973186451468
  (0, 4611)	0.48318784829669764
  (0, 4472)	0.28502334338586627
  (0, 3467)	0.2985762909587172
  (0, 3420)	0.21551659266521714
  (0, 2856)	0.19761653064629925
  (0, 1400)	0.2386855095721002"
2813,ham,"  (0, 7210)	0.42874915535173636
  (0, 4457)	0.41899957920091657
  (0, 4433)	0.5233472041476956
  (0, 4320)	0.32733625286383106
  (0, 1031)	0.509482282210563"
2814,ham,"  (0, 4639)	0.5198632209645705
  (0, 4393)	0.6894552744527962
  (0, 3835)	0.504374519595867"
2815,ham,"  (0, 6749)	0.5076656909280776
  (0, 6536)	0.27565392092361285
  (0, 5708)	0.31133819091734666
  (0, 5278)	0.3225431359225708
  (0, 3394)	0.5400160561140407
  (0, 1674)	0.4167824103996488"
2816,spam,"  (0, 8339)	0.2265907563499615
  (0, 7731)	0.13568804328316872
  (0, 7560)	0.165763622549095
  (0, 7513)	0.20900777148239913
  (0, 7512)	0.20334731466155143
  (0, 6759)	0.2265907563499615
  (0, 6351)	0.18113939981656516
  (0, 5750)	0.5125620390548807
  (0, 5728)	0.2265907563499615
  (0, 4957)	0.2265907563499615
  (0, 3508)	0.16818134492642658
  (0, 3414)	0.18334660741665737
  (0, 3129)	0.2265907563499615
  (0, 2569)	0.1791089656501222
  (0, 2272)	0.2265907563499615
  (0, 1642)	0.2265907563499615
  (0, 725)	0.17230394393309553
  (0, 487)	0.21630536955168997
  (0, 473)	0.20900777148239913"
2817,ham,"  (0, 8264)	0.33266265310450305
  (0, 8085)	0.33266265310450305
  (0, 7814)	0.14507819058538549
  (0, 7452)	0.21430666155973951
  (0, 6253)	0.26593456103597196
  (0, 4185)	0.23437978451133873
  (0, 3461)	0.4867221183570998
  (0, 3046)	0.25296304250216534
  (0, 2823)	0.26917500891666607
  (0, 2740)	0.22940685415203824
  (0, 2564)	0.22400003549921324
  (0, 2468)	0.23307292560567236
  (0, 857)	0.23573417585137454"
2818,ham,"  (0, 5939)	0.41591153490989535
  (0, 5891)	0.32337875595291304
  (0, 5540)	0.3909958127067241
  (0, 5468)	0.41591153490989535
  (0, 4306)	0.3052555962636194
  (0, 3476)	0.20383001113290278
  (0, 3225)	0.3313056811338987
  (0, 2651)	0.22777435621438502
  (0, 1612)	0.3165618118358139"
2819,spam,"  (0, 8387)	0.28591265171658165
  (0, 7557)	0.16371537543982026
  (0, 5678)	0.17651810960914777
  (0, 5411)	0.421299738698305
  (0, 4874)	0.24154016353958857
  (0, 4394)	0.17813229958140392
  (0, 4042)	0.5718253034331633
  (0, 3182)	0.28591265171658165
  (0, 1988)	0.22856204271597164
  (0, 610)	0.28591265171658165
  (0, 53)	0.22362799017276944"
2820,ham,"  (0, 7346)	0.48992172022179753
  (0, 7284)	0.48992172022179753
  (0, 5487)	0.5459218053707657
  (0, 5338)	0.30045627425820753
  (0, 3456)	0.36283443302618074"
2821,spam,"  (0, 8012)	0.29874456261379523
  (0, 7191)	0.30268399418722014
  (0, 6330)	0.3692064846570392
  (0, 6248)	0.3405568074270275
  (0, 6089)	0.24538463972719662
  (0, 5856)	0.3692064846570392
  (0, 5443)	0.3692064846570392
  (0, 1658)	0.3313336714172319
  (0, 1640)	0.35244749781971757"
2822,ham,"  (0, 7526)	0.31160707788138553
  (0, 6682)	0.4221981455070572
  (0, 5648)	0.26484428176872116
  (0, 5429)	0.3192394863815444
  (0, 4822)	0.25901253166858745
  (0, 4589)	0.22984178480989123
  (0, 4434)	0.37363469099436775
  (0, 3600)	0.3192394863815444
  (0, 2388)	0.353559039423382
  (0, 1203)	0.25721187326856226"
2823,ham,"  (0, 5144)	0.2702457965350321
  (0, 4821)	0.5319375590123563
  (0, 4699)	0.5319375590123563
  (0, 4645)	0.3535401237517858
  (0, 2769)	0.3598143979708196
  (0, 1734)	0.3264889829528198"
2824,spam,"  (0, 8285)	0.26274095466596903
  (0, 8202)	0.20350320309567363
  (0, 7405)	0.21396850239782275
  (0, 6062)	0.24643826831700094
  (0, 5894)	0.20839631700583533
  (0, 5118)	0.26095366612162946
  (0, 4903)	0.26657312650059
  (0, 4226)	0.15024734231439965
  (0, 3476)	0.1680246532652866
  (0, 3287)	0.22815452258220792
  (0, 2768)	0.24767551583756384
  (0, 2162)	0.275545142230486
  (0, 2000)	0.19839687931220962
  (0, 1690)	0.24643826831700094
  (0, 309)	0.2592424558815179
  (0, 109)	0.35915402140925223
  (0, 1)	0.25304446218625376"
2825,ham,"  (0, 5343)	0.651917988665246
  (0, 4589)	0.7582894803797954"
2826,ham,"  (0, 8220)	0.191270614296517
  (0, 7538)	0.17266969165455898
  (0, 7210)	0.20458406487852018
  (0, 6654)	0.3126445476356944
  (0, 6291)	0.1957883322048261
  (0, 6098)	0.39423975085520824
  (0, 5343)	0.15143502126334513
  (0, 5338)	0.1865440708083707
  (0, 5112)	0.3235606692278175
  (0, 4716)	0.19050402078692288
  (0, 4545)	0.27095760752331777
  (0, 4539)	0.15454006851729427
  (0, 3712)	0.21250528468773086
  (0, 3494)	0.1590645490504882
  (0, 2722)	0.30417734591580836
  (0, 2401)	0.16235114285546826
  (0, 2232)	0.3389460784879442"
2827,ham,"  (0, 8135)	0.4272953641731998
  (0, 7497)	0.2835486109900746
  (0, 5062)	0.5089515507446736
  (0, 4316)	0.46792680512113877
  (0, 2951)	0.5089515507446736"
2828,spam,"  (0, 8304)	0.2175873093799549
  (0, 7814)	0.11410578364132004
  (0, 7708)	0.24976678621094583
  (0, 7701)	0.13221091573833163
  (0, 6536)	0.12749471641820478
  (0, 5727)	0.22946379682391033
  (0, 5101)	0.24134028426786572
  (0, 5099)	0.24976678621094583
  (0, 5098)	0.24976678621094583
  (0, 4956)	0.24976678621094583
  (0, 4615)	0.2145011921869435
  (0, 4610)	0.26099500411085297
  (0, 4561)	0.22946379682391033
  (0, 4186)	0.2175873093799549
  (0, 3692)	0.17110348082949753
  (0, 2921)	0.194198202799908
  (0, 934)	0.24976678621094583
  (0, 912)	0.24976678621094583
  (0, 783)	0.22946379682391033
  (0, 351)	0.15667834121884833
  (0, 28)	0.24976678621094583"
2829,ham,"  (0, 7077)	0.5215325552146918
  (0, 5611)	0.5980115680441221
  (0, 3845)	0.6085934261365668"
2830,ham,"  (0, 7410)	0.5922687813082645
  (0, 6538)	0.6788778446251942
  (0, 3789)	0.4339845190380339"
2831,ham,"  (0, 5244)	0.615855907379907
  (0, 4708)	0.47312660336079526
  (0, 3827)	0.4851114608809976
  (0, 2089)	0.40191987890555037"
2832,spam,"  (0, 8202)	0.19849193764827075
  (0, 7877)	0.19973703477750274
  (0, 7519)	0.31437543841760196
  (0, 5720)	0.2663823124746227
  (0, 3121)	0.2620203472185812
  (0, 2916)	0.3072252855290659
  (0, 2329)	0.29132405275703255
  (0, 2079)	0.2454370578561224
  (0, 1835)	0.2061353959775468
  (0, 1302)	0.3344086224992647
  (0, 722)	0.2545276832844275
  (0, 710)	0.3344086224992647
  (0, 216)	0.3344086224992647"
2833,ham,"  (0, 6685)	0.7652648703374333
  (0, 6644)	0.6437155258555068"
2834,ham,"  (0, 8302)	0.22474147244904089
  (0, 8053)	0.3164080302256275
  (0, 7814)	0.1537621093341838
  (0, 7240)	0.3525747807555505
  (0, 6309)	0.26168984900260933
  (0, 6017)	0.238489424797893
  (0, 5760)	0.3525747807555505
  (0, 5665)	0.33657073869398546
  (0, 3128)	0.22474147244904089
  (0, 2074)	0.2978565995325323
  (0, 1506)	0.2932076060209112
  (0, 1390)	0.33657073869398546"
2835,ham,"  (0, 8224)	0.49036471671469395
  (0, 5188)	0.871517323179131"
2836,ham,"  (0, 6078)	0.8066296048075203
  (0, 3789)	0.5910572566579853"
2837,ham,"  (0, 7667)	0.4506420546890767
  (0, 5678)	0.4254400219772109
  (0, 3208)	0.5006856185655312
  (0, 1968)	0.6043479441574108"
2838,ham,"  (0, 6013)	0.4058117251331679
  (0, 4776)	0.37790568402481445
  (0, 3572)	0.32570677225555505
  (0, 2768)	0.33651385214507973
  (0, 2698)	0.36499193292990895
  (0, 1498)	0.3191169509360413
  (0, 1041)	0.4879784053305021"
2839,ham,"  (0, 6393)	0.33222220824797444
  (0, 5144)	0.23071716794462135
  (0, 4876)	0.4541314933007535
  (0, 4610)	0.226503149317016
  (0, 3386)	0.3982779119617205
  (0, 2268)	0.36303822565140104
  (0, 1310)	0.5370631754865052"
2840,ham,"  (0, 7410)	0.8392563741849063
  (0, 5343)	0.5437359086817832"
2841,ham,"  (0, 2413)	0.538441067382529
  (0, 846)	0.8426631693363386"
2842,ham,"  (0, 8170)	0.397702597715966
  (0, 7686)	0.4915047716918815
  (0, 6007)	0.4410867286771383
  (0, 4226)	0.20561453103542662
  (0, 3534)	0.27150750669060253
  (0, 2641)	0.2826615186227687
  (0, 2401)	0.2354249435752985
  (0, 855)	0.39291487784144297"
2843,ham,"  (0, 8323)	0.2793374758873745
  (0, 7814)	0.25523026556138917
  (0, 7538)	0.1490697739751399
  (0, 6536)	0.14258922418595454
  (0, 6338)	0.24334816774232174
  (0, 4915)	0.2926200587132619
  (0, 4914)	0.1743304320769236
  (0, 4760)	0.2515809469438583
  (0, 4615)	0.23989667525180153
  (0, 4610)	0.1459475192309328
  (0, 4110)	0.2626034005709669
  (0, 3300)	0.2926200587132619
  (0, 3297)	0.2626034005709669
  (0, 2401)	0.14016153001817971
  (0, 1777)	0.2112172999298783
  (0, 1052)	0.3513723308150116
  (0, 684)	0.2926200587132619"
2844,ham,"  (0, 6874)	0.46421268594972726
  (0, 3835)	0.659189942456191
  (0, 2009)	0.5915870197764175"
2845,ham,"  (0, 8026)	0.3816707916577861
  (0, 7814)	0.29790513230624593
  (0, 7538)	0.34798890830010015
  (0, 7497)	0.3271934780341998
  (0, 4434)	0.5770798155427018
  (0, 3131)	0.4521138939096056"
2846,spam,"  (0, 8071)	0.15245779499552473
  (0, 7388)	0.27667919768047267
  (0, 6886)	0.20887275398525698
  (0, 6884)	0.22144686347444156
  (0, 6089)	0.18410977685253588
  (0, 5750)	0.20887275398525698
  (0, 4857)	0.15761301629131405
  (0, 4690)	0.277012137264527
  (0, 4689)	0.277012137264527
  (0, 4226)	0.11588436974620678
  (0, 4129)	0.25551655511407656
  (0, 3379)	0.25551655511407656
  (0, 3303)	0.2644380277753425
  (0, 3265)	0.12986434351436085
  (0, 2271)	0.4290536633285045
  (0, 1128)	0.19007553122305865
  (0, 799)	0.2644380277753425
  (0, 363)	0.1753827347326687"
2847,ham,"  (0, 8220)	0.09112232311758847
  (0, 8166)	0.20730502052864289
  (0, 8135)	0.2331108743818
  (0, 8132)	0.1189693160704152
  (0, 8093)	0.203792115950372
  (0, 8071)	0.08887057302759024
  (0, 7982)	0.10223396012841222
  (0, 7217)	0.1276386731921772
  (0, 7077)	0.1189693160704152
  (0, 6912)	0.10365251026432144
  (0, 6832)	0.13238149466876012
  (0, 6574)	0.11510848604544424
  (0, 6511)	0.13882919282500514
  (0, 6483)	0.13882919282500514
  (0, 6401)	0.189132736734658
  (0, 6393)	0.11812836263610524
  (0, 5518)	0.24777025359751403
  (0, 5474)	0.11252161791417015
  (0, 5343)	0.07214443781461047
  (0, 5269)	0.11812836263610524
  (0, 5095)	0.13641531394548997
  (0, 4992)	0.13428612187650893
  (0, 4905)	0.14161581148436594
  (0, 4903)	0.11985130752202716
  (0, 4889)	0.10687474611946993
  (0, 4726)	0.10440583755101152
  (0, 4645)	0.21464224075058838
  (0, 4400)	0.14161581148436594
  (0, 4290)	0.14491168181549308
  (0, 4289)	0.13428612187650893
  (0, 4059)	0.1262990056782722
  (0, 3645)	0.09327458760687837
  (0, 3288)	0.10223396012841222
  (0, 3230)	0.11079867302824822
  (0, 3085)	0.1262990056782722
  (0, 2865)	0.12908562433763296
  (0, 2532)	0.2628375554064646
  (0, 2401)	0.15468987070697285
  (0, 2078)	0.27283062789097995
  (0, 1783)	0.11376881853153922
  (0, 1755)	0.13428612187650893
  (0, 1751)	0.14161581148436594
  (0, 1582)	0.13238149466876012
  (0, 1420)	0.13428612187650893
  (0, 1204)	0.1276386731921772
  (0, 1109)	0.13428612187650893"
2848,spam,"  (0, 6094)	0.2894529439810793
  (0, 6062)	0.2153203813612737
  (0, 5718)	0.2153203813612737
  (0, 5272)	0.2539150334424947
  (0, 5118)	0.2280029124155937
  (0, 4886)	0.19316623007409947
  (0, 4226)	0.13127553308417142
  (0, 3045)	0.2752088062266392
  (0, 2295)	0.26510242965429837
  (0, 2258)	0.26510242965429837
  (0, 1888)	0.20856228631398854
  (0, 1595)	0.21226363981863725
  (0, 640)	0.26510242965429837
  (0, 408)	0.25726331496755034
  (0, 337)	0.26510242965429837
  (0, 99)	0.2697934363847185
  (0, 78)	0.26096466847219907"
2849,ham,"  (0, 8318)	0.38840804909896165
  (0, 5338)	0.33301697955919835
  (0, 5176)	0.3202610253603394
  (0, 3688)	0.4172706937582281
  (0, 3645)	0.34951976088675757
  (0, 3476)	0.28307910614173976
  (0, 3128)	0.3856981170523122
  (0, 2413)	0.33240944842774317"
2850,ham,"  (0, 8162)	0.6392319223371183
  (0, 7538)	0.3411291588347718
  (0, 4046)	0.6009379014612577
  (0, 3463)	0.3374716062800143"
2851,ham,"  (0, 7296)	0.8245561749200891
  (0, 5882)	0.5657800936769969"
2852,ham,"  (0, 7498)	0.40280078010352705
  (0, 5196)	0.3133077267937296
  (0, 3622)	0.5070915315344371
  (0, 2672)	0.5394053091266527
  (0, 1834)	0.4375955792868283"
2853,ham,"  (0, 8390)	0.2787803455857667
  (0, 6884)	0.3949255652378516
  (0, 6113)	0.4332605174593045
  (0, 4637)	0.390498751625392
  (0, 3807)	0.2713953057271469
  (0, 3688)	0.3406801703114329
  (0, 3601)	0.3159979740389321
  (0, 3383)	0.3695108331506423"
2854,ham,"  (0, 6453)	0.27119866758928407
  (0, 6317)	0.38270932906876337
  (0, 5251)	0.343451408237776
  (0, 4431)	0.23994304725169063
  (0, 3474)	0.47836943920536457
  (0, 3060)	0.3233143877208643
  (0, 2417)	0.35301185839481386
  (0, 1276)	0.38270932906876337"
2855,ham,"  (0, 7890)	0.5784967446961358
  (0, 7093)	0.29730000521522315
  (0, 7063)	0.16953245689592192
  (0, 5946)	0.3076803653744217
  (0, 4716)	0.18115411511819682
  (0, 4457)	0.190119284109027
  (0, 4431)	0.2020755606444867
  (0, 4270)	0.2771075289165235
  (0, 4138)	0.3076803653744217
  (0, 3992)	0.2771075289165235
  (0, 3123)	0.24727869303386527
  (0, 2641)	0.18535897561976805"
2856,ham,"  (0, 8223)	0.6381202164174896
  (0, 7814)	0.16470796792673115
  (0, 7538)	0.19239865222674235
  (0, 7439)	0.36053018961519195
  (0, 6642)	0.27628898160406024
  (0, 5429)	0.2726100855312043
  (0, 3385)	0.3190601082087448
  (0, 3275)	0.3389321590333884
  (0, 3265)	0.17705477833642608"
2857,ham,"  (0, 7590)	0.2849069016509639
  (0, 6565)	0.26279870173544767
  (0, 6010)	0.20700728951174782
  (0, 4473)	0.17243225609384089
  (0, 4320)	0.1312910098086673
  (0, 4226)	0.11918704017881455
  (0, 3814)	0.23357325113974023
  (0, 3692)	0.18631689591655615
  (0, 3569)	0.2849069016509639
  (0, 3008)	0.20990886989128207
  (0, 2069)	0.5698138033019278
  (0, 1978)	0.2849069016509639
  (0, 1416)	0.2556814510552565
  (0, 990)	0.24494953771582204"
2858,ham,"  (0, 4610)	0.18871286930278466
  (0, 4320)	0.17435761209265574
  (0, 3782)	0.319642763140175
  (0, 3619)	0.2990776988498229
  (0, 3456)	0.2514704432213969
  (0, 3359)	0.33955110351688955
  (0, 3358)	0.33182835546813183
  (0, 3130)	0.31465372769759115
  (0, 3115)	0.33955110351688955
  (0, 2275)	0.33182835546813183
  (0, 2097)	0.27876401716041765
  (0, 1052)	0.22716549445690876"
2859,ham,"  (0, 8005)	0.46370190330583644
  (0, 4306)	0.6611678135096186
  (0, 3076)	0.589777642208871"
2860,ham,"  (0, 6452)	0.6732777992800253
  (0, 3645)	0.5239801748609977
  (0, 2641)	0.5216721013714307"
2861,spam,"  (0, 7901)	0.3946508843759181
  (0, 6652)	0.513578684193077
  (0, 2181)	0.4431936797263873
  (0, 936)	0.5018978540024063
  (0, 368)	0.3635457619092503"
2862,ham,"  (0, 8238)	0.5392077026881972
  (0, 8005)	0.18470304273572916
  (0, 7443)	0.20022696807972185
  (0, 7210)	0.2268821263848865
  (0, 5343)	0.16794025308750019
  (0, 4613)	0.2883839721895633
  (0, 2771)	0.3231712725917596
  (0, 2699)	0.35882624921209916
  (0, 2373)	0.3758885476384795
  (0, 1995)	0.3125957589694134"
2863,ham,"  (0, 7548)	0.2708506747618667
  (0, 6452)	0.3185776580418669
  (0, 5900)	0.2930803104865882
  (0, 5238)	0.4292197361335478
  (0, 4320)	0.19779335726945727
  (0, 4226)	0.17955840886845806
  (0, 3667)	0.30981688043326894
  (0, 3474)	0.2682526775212055
  (0, 2987)	0.4292197361335478
  (0, 1585)	0.3626065675571627"
2864,ham,"  (0, 7300)	0.3870005285999629
  (0, 6892)	0.39256846494959385
  (0, 6453)	0.3345106312532188
  (0, 5843)	0.4236309433069095
  (0, 4265)	0.45062629864596887
  (0, 3737)	0.25568186548969474
  (0, 1213)	0.3692191426108397"
2865,ham,"  (0, 8023)	0.46158393362253164
  (0, 8003)	0.3646875074498068
  (0, 6800)	0.5215786581611157
  (0, 3375)	0.5463798836509367
  (0, 2359)	0.288735207801259"
2866,ham,"  (0, 8005)	0.22446217708406527
  (0, 7877)	0.26045605470730177
  (0, 6546)	0.2764672901567147
  (0, 6253)	0.3651732446886364
  (0, 5053)	0.33905007681970645
  (0, 4859)	0.32763871415767865
  (0, 4320)	0.2105039423945542
  (0, 4226)	0.1910971808088134
  (0, 3494)	0.21437345134036445
  (0, 3413)	0.29219178410325003
  (0, 2856)	0.3023403885287877
  (0, 2401)	0.21880283841204817
  (0, 910)	0.3134408741835786"
2867,ham,"  (0, 7557)	0.5179444455471696
  (0, 4633)	0.41848344506607327
  (0, 3563)	0.41848344506607327
  (0, 987)	0.6176380523721776"
2868,ham,"  (0, 7756)	0.23336835298681435
  (0, 7401)	0.2385173136096233
  (0, 5964)	0.2677598317755303
  (0, 5789)	0.22316795626959246
  (0, 5327)	0.205755530092899
  (0, 5064)	0.2520607107448901
  (0, 5063)	0.2520607107448901
  (0, 4726)	0.19291536161064235
  (0, 4707)	0.2520607107448901
  (0, 4633)	0.13803854441656493
  (0, 4135)	0.2520607107448901
  (0, 4033)	0.2677598317755303
  (0, 3977)	0.2520607107448901
  (0, 3836)	0.19667236552555195
  (0, 3784)	0.19221213295763218
  (0, 3563)	0.13803854441656493
  (0, 3504)	0.2677598317755303
  (0, 2253)	0.21678630494002965
  (0, 2032)	0.2565209433128099"
2869,spam,"  (0, 6094)	0.2894529439810793
  (0, 6062)	0.2153203813612737
  (0, 5718)	0.2153203813612737
  (0, 5272)	0.2539150334424947
  (0, 5118)	0.2280029124155937
  (0, 4886)	0.19316623007409947
  (0, 4226)	0.13127553308417142
  (0, 3045)	0.2752088062266392
  (0, 2295)	0.26510242965429837
  (0, 2258)	0.26510242965429837
  (0, 1888)	0.20856228631398854
  (0, 1595)	0.21226363981863725
  (0, 640)	0.26510242965429837
  (0, 408)	0.25726331496755034
  (0, 337)	0.26510242965429837
  (0, 99)	0.2697934363847185
  (0, 78)	0.26096466847219907"
2870,ham,"  (0, 8197)	0.4040319910935508
  (0, 8093)	0.3150904954687153
  (0, 7497)	0.23917170582261976
  (0, 6953)	0.42929785530471926
  (0, 5196)	0.27686372948701243
  (0, 4573)	0.3278235646883502
  (0, 2532)	0.2709218825749432
  (0, 1418)	0.3479476345213601
  (0, 910)	0.34261981744424974"
2871,ham,
2872,ham,"  (0, 7756)	0.7096554844910989
  (0, 4857)	0.5162357284638528
  (0, 2654)	0.4794682116565176"
2873,ham,"  (0, 7548)	0.44643547871686917
  (0, 2755)	0.5478873625353413
  (0, 2297)	0.7074707070380423"
2874,ham,"  (0, 7953)	0.29443892943792227
  (0, 7505)	0.23029686032954844
  (0, 6628)	0.19826190295466067
  (0, 6452)	0.2185399614231677
  (0, 6251)	0.28107378459917726
  (0, 5013)	0.27159106342554007
  (0, 4263)	0.25314472634193064
  (0, 3922)	0.26423569344793213
  (0, 3681)	0.28107378459917726
  (0, 3409)	0.23537805257441283
  (0, 3267)	0.28107378459917726
  (0, 2409)	0.2413878274355499
  (0, 1732)	0.29443892943792227
  (0, 1357)	0.25314472634193064
  (0, 915)	0.25314472634193064"
2875,ham,"  (0, 7458)	0.34962283694957175
  (0, 4274)	0.41948205096887564
  (0, 3310)	0.6586629419521863
  (0, 2095)	0.22241954392221913
  (0, 1862)	0.46743058969070655"
2876,ham,"  (0, 7609)	0.36062860491063264
  (0, 6497)	0.41991863423194675
  (0, 6401)	0.2576140840614234
  (0, 6235)	0.43988589434124964
  (0, 5544)	0.37161738111284004
  (0, 2743)	0.43988589434124964
  (0, 2253)	0.31961172633715"
2877,spam,"  (0, 8292)	0.19710997717838596
  (0, 8047)	0.2590585321749948
  (0, 8005)	0.1418458400918725
  (0, 7814)	0.12589246334816445
  (0, 7701)	0.1458677845474952
  (0, 7388)	0.14416152302106167
  (0, 7066)	0.2886699971531115
  (0, 7063)	0.15183777555238326
